Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"132330";"=""365563542""";"=""9542397180""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE BABALOO";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""13542""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Mysłowicka";"=""34A""";"=""""";"=""40-462""";"Katowice";"=""502686709""";"=""""";"babaloo.eu@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA JARECKA";"2016.09.30";"2016.10.01";"";"Osoba fizyczna";"JARECKA KATARZYNA";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"276354";"=""387103361""";"=""6342817167""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE BABY PLANET W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""17354""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Powstańców";"=""25A""";"=""""";"=""40-039""";"Katowice";"=""502366377""";"=""""";"biuro@babyplanet.edu.pl";"babyplanet.edu.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOANNA SZCZECIŃSKA";"2020.09.23";"2021.01.07";"";"Fundacje";"""LET'S GO""";"=""243205774""";"=""6342817167""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"samodzielna";"";"";"";"25";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"481154";"=""526561085""";"=""6461081086""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE BAJKOLANDIA Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21947""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Szewska";"=""11""";"=""""";"=""40-649""";"Katowice";"=""510173986""";"=""""";"przedszkolebajkolandia@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2023.09.26";"2023.10.01";"";"Osoba fizyczna";"Furmaniak Krystyna";"=""""";"=""""";"ŚLĄSKIE";"Tychy";"Tychy";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"25807";"=""243062228""";"=""6342011808""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE DZIECIĘCY OGRÓD MOŻLIWOŚCI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""04657""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Dziewanny";"=""12""";"=""""";"=""40-750""";"Katowice";"=""663823033""";"=""""";"sekretariat@dom-przedszkole.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA MANIAK";"2012.09.20";"2013.01.01";"";"Osoba fizyczna";"MANIAK ALEKSANDRA";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"56";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"22767";"=""243058646""";"=""9542409167""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE EDUKACYJNO-REHABILITACYJNE ODRODZENIE";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18310""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Marcina Radockiego";"=""280""";"=""""";"=""40-645""";"Katowice";"=""322061174""";"=""""";"osrodek@odrodzenie.org";"www.odrodzenie.org";"niepubliczna";"Dzieci lub młodzież";"specjalna";"MAŁGORZATA STĘPIEŃ";"2001.08.17";"2001.09.01";"";"Stowarzyszenia";"ŚLĄSKIE STOWARZYSZENIE POMOCY DZIECIOM SPECJALNEJ TROSKI I OSOBOM Z UPOŚLEDZENIEM UMYSŁOWYM ODDZIAŁ ""ODRODZENIE""";"=""277833082""";"=""9542409167""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"22";"";"angielski";"Tak";"Tak";"Tak";"specjalny";"Wczesne wspomaganie rozwoju";"";"";"";""
"125377";"=""243679087""";"=""6341960885""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE ELEMENTARZ W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21410""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Studencka";"=""20""";"=""""";"=""40-743""";"Katowice";"=""323231235""";"=""""";"przedszkolaki@elementarz.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA JANUS";"2014.09.30";"2015.09.01";"";"Spółki Handlowe";"PRZEDSZKOLE MUZYCZNY ELEMENTARZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""383686928""";"=""6342963348""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Tak";"Nie";"";"";"";"";"";""
"26559";"=""243063311""";"=""9542830926""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE EPIONKOWO";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""25857""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zawiszy Czarnego";"=""7a""";"=""""";"=""40-872""";"Katowice";"=""323070438""";"=""""";"sekretariat@epionkowo.pl";"www.epionkowo.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JOANNA CABAN-KRECZKO";"2012.09.27";"2012.10.01";"";"Spółki Handlowe";"EDU FLOW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""389942812""";"=""9542830926""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"65";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"276401";"=""387126416""";"=""2220749824""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE GWIAZDOLANDIA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""14264""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Niska";"=""3C""";"=""""";"=""40-678""";"Katowice";"=""792029470""";"=""""";"gwiazdolandia.katowice@gmail.com";"www.gwiazdolandia.com";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"NATALIA STRZELECKA";"2020.09.25";"2020.10.01";"";"Osoba fizyczna";"Strzelecka Natalia";"=""""";"=""""";"ŚLĄSKIE";"Mysłowice";"Mysłowice";"samodzielna";"";"";"";"33";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"53904";"=""243075490""";"=""9542825368""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE MUNDO MARINO";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16204""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Pijarska";"=""5""";"=""""";"=""40-750""";"Katowice";"=""+48506127931""";"=""""";"biuro@mundomarino.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA WILGOCKA";"2007.08.21";"2007.09.01";"";"Spółki Handlowe";"MUNDO MARINO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""388619546""";"=""9542825368""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"90";"boiska uniwersalne/wielozadaniowe";"angielski";"Tak";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"276535";"=""387186890""";"=""6262502906""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE JĘZYKOWE SUPERKIDS";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Kazimierza Pułaskiego";"=""27""";"=""""";"=""40-276""";"Katowice";"=""533458800""";"=""""";"superkids.przedszkole@gmail.com";"https://przedszkole-superkids.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"BARTOSZ PLUCIŃSKI";"2020.09.29";"2020.10.01";"";"Osoba fizyczna";"Pluciński Bartosz";"=""""";"=""""";"ŚLĄSKIE";"będziński";"Bobrowniki";"samodzielna";"";"";"";"0";"";"";"Tak";"Tak";"Nie";"";"";"";"";"";""
"482302";"=""529445563""";"=""6272267938""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE KOLORADO Z ODDZIAŁAMI INTEGRACYJNYMI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""38509""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Wojciecha Korfantego";"=""138""";"=""""";"=""40-156""";"Katowice";"=""506177233""";"=""""";"przedszkole@kolorado.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA RAJCZYK";"2024.08.22";"2024.09.01";"";"Osoba fizyczna";"RAJCZYK AGNIESZKA";"=""""";"=""""";"ŚLĄSKIE";"Świętochłowice";"Świętochłowice";"samodzielna";"";"";"";"10";"";"angielski";"Nie";"Nie";"Nie";"integracyjny";"";"";"";"";""
"481172";"=""526567047""";"=""6793280574""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE KONSEK ŚWIATA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48660""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Braci Mniejszych";"=""4""";"=""""";"=""40-754""";"Katowice";"=""535280231""";"=""""";"dyrektor@konekswiata.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2023.09.29";"2023.10.01";"";"Spółki Handlowe";"EDUPULSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""526732090""";"=""6793280574""";"MAŁOPOLSKIE";"Kraków";"Kraków-Podgórze";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"273660";"=""384546193""";"=""6090018253""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE KRAINA WESOŁYCH BRZDĄCÓW Z ODDZIAŁAMI INTEGRACYJNYMI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16057""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Piastów";"=""8""";"=""""";"=""40-868""";"Katowice";"=""570505925""";"=""""";"wesolebrzdace.katowice@wp.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA KURZYŃSKA";"2019.09.30";"2019.10.02";"";"Osoba fizyczna";"Kurzyńska Agnieszka";"=""""";"=""""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"samodzielna";"";"";"";"32";"";"angielski";"Nie";"Nie";"Tak";"integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"480962";"=""526446697""";"=""6762639028""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE KREATYWKA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10223""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Książęca";"=""22""";"=""LU1""";"=""40-725""";"Katowice";"=""575533887""";"=""""";"biurokreatywka@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAGDALENA SZCZEŚNIAK";"2023.09.19";"2023.09.25";"";"Spółki Handlowe";"KREATYWKA CENTRUM ROZWOJU DZIECKA  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""524776249""";"=""6762639028""";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"samodzielna";"";"";"";"36";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"480673";"=""526272843""";"=""5342652866""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE MAPLE BEAR KATOWICE";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21101""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Stawowa";"=""6""";"=""""";"=""40-095""";"Katowice";"=""799023511""";"=""""";"biuro@mbkatowice.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"IZABELA KOTUŁA";"2023.08.25";"2023.09.01";"";"Spółki Handlowe";"MAPLE BEAR SCHOOLS POLSKA PROSTA SPÓŁKA AKCYJNA";"=""522508533""";"=""5342652866""";"MAZOWIECKIE";"Warszawa";"Wola";"samodzielna";"";"";"";"17";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"276449";"=""387144093""";"=""9542817015""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE PASTELOVE W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00432""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Armii Krajowej";"=""135""";"=""""";"=""40-750""";"Katowice";"=""791329201""";"=""""";"przedszkole@pastelove.edu.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"PAULINA BOJANEK";"2020.09.29";"2021.04.01";"";"Spółki Handlowe";"PRZEDSZKOLE PASTELOVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""386527700""";"=""9542817015""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"64";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"125306";"=""243677214""";"=""6272320532""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE SPORTOWE AKADEMIA MAŁEGO SPORTOWCA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""23884""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wesoła";"=""7""";"=""""";"=""40-627""";"Katowice";"=""880185220""";"=""""";"biuro@akademiamalegosportowca.pl";"www.akademiamalegosportowca.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KAROLINA SMOLNIK";"2014.09.30";"2015.09.01";"";"Osoba fizyczna";"Smolnik Karolina";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"68";"";"angielski";"Tak";"Nie";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"275407";"=""386918121""";"=""6832089278""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE SPORTOWO-JĘZYKOWE FAIR PLAY W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18095""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Kazimierza Pułaskiego";"=""42""";"=""""";"=""40-276""";"Katowice";"=""501155000""";"=""""";"biuro@przedszkolefairplay.katowice.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MAGDALENA DUBISZ-UCHERSKA";"2020.09.01";"2020.09.01";"";"Osoba fizyczna";"Dubisz Bartosz";"=""""";"=""""";"MAŁOPOLSKIE";"wielicki";"Wieliczka";"samodzielna";"";"";"";"0";"";"";"Nie";"Tak";"Nie";"";"";"";"";"";""
"268653";"=""381223897""";"=""9490555708""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE SUPER GIGANCI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""02587""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ceglana";"=""63""";"=""1""";"=""40-514""";"Katowice";"=""506002944""";"=""""";"biuro@supergiganci.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"BARBARA DYBA";"2018.09.01";"2018.09.01";"";"Osoba fizyczna";"Dyba Barbara";"=""""";"=""""";"ŚLĄSKIE";"Siemianowice Śląskie";"Siemianowice Śląskie";"samodzielna";"";"";"";"20";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"278122";"=""389857584""";"=""9542619605""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE W PIERWSZEJ DZIELNICY";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""38239""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Henryka Mikołaja Góreckiego";"=""11""";"=""""";"=""40-206""";"Katowice";"=""785666426""";"=""""";"wpierwszejdzielnicy@przedszkola-educare.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MARTA WACHOWIAK";"2021.08.31";"2021.09.01";"";"Fundacje";"""FUNDACJA TDJ NA RZECZ EDUKACJI I ROZWOJU""";"=""240798176""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"25";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"22981";"=""243057871""";"=""9541679189""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE WESOŁE SIÓDEMKI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06075""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Graniczna";"=""42""";"=""""";"=""40-018""";"Katowice";"=""322552790""";"=""""";"wesolesiodemki77@gmail.com";"www.wesolesiodemki.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MARTA BIELA";"2007.08.21";"2007.09.01";"";"Osoba fizyczna";"Kura Jolanta";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"36";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"30832";"=""243067059""";"=""6271098505""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE WESOŁE SŁONECZKA Z ODDZIAŁAMI INTEGRACYJNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""11054""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ligocka";"=""68""";"=""""";"=""40-569""";"Katowice";"=""508508569""";"=""""";"dyrektor@wesolesloneczka.pl";"www.wesolesloneczka.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MARTA IR";"2008.09.26";"2009.09.01";"";"Spółki Handlowe";"CONTRATO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""243308132""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"52";"inne urządzenia sportowe";"angielski";"Tak";"Tak";"Nie";"integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"125309";"=""243677160""";"=""9542832658""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI BAJKOWA KRAINA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15529""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ignacego Paderewskiego";"=""32c""";"=""""";"=""40-284""";"Katowice";"=""500482290""";"=""""";"biuro@btk-integracja.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"MARIOLA KOCJAN";"2014.09.29";"2014.10.01";"";"Spółki Handlowe";"BTK INTEGRACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""520366187""";"=""9542832658""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Tak";"";"";"";"";"";""
"264665";"=""368413576""";"=""6342901117""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE Z ODDZIAŁAMI INTEGRACYJNYMI DZIECI BARDZIEJ KREATYWNE";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""07634""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Józefowska";"=""5""";"=""""";"=""40-144""";"Katowice";"=""517301355""";"=""""";"sabina.mazur@crdbk.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"JUSTYNA CHMIELOWSKA";"2017.09.27";"2018.01.01";"";"Spółki Handlowe";"""CENTRUM ROZWOJU KATOWICE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""367929250""";"=""6342901117""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"57";"";"angielski";"Tak";"Tak";"Tak";"integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"131653";"=""365321951""";"=""9541801147""";"Przedszkole";"NIEPUBLICZNE PRZEDSZKOLE Z ODDZIAŁEM INTEGRACYJNYM SŁONIK";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""14605""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Obroki";"=""70""";"=""""";"=""40-833""";"Katowice";"=""663881331""";"=""""";"kontakt@slonik.katowice.pl";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"ELŻBIETA NOWINA-KONOPKA";"2016.08.23";"2016.09.01";"";"Osoba fizyczna";"NOWINA-KONOPKA ELŻBIETA";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"24";"";"angielski";"Nie";"Nie";"Tak";"integracyjny";"Wczesne wspomaganie rozwoju";"";"";"";""
"132076";"=""365450170""";"=""6442079390""";"Punkt przedszkolny";"NIEPUBLICZNY ARTETERAPEUTYCZNY PUNKT PRZEDSZKOLNY AKADEMIA PRZEDSZKOLAKA BAJKOWA CHATKA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""19895""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Sikorek";"=""9""";"=""""";"=""40-537""";"Katowice";"=""506185165""";"=""""";"dyrektor@bajkowachatka.com.pl";"www.bajkowachatka.com.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"KAMILA WARDYŃ";"2016.09.19";"2016.10.03";"";"Osoba fizyczna";"Wardyń Kamila";"=""""";"=""""";"ŚLĄSKIE";"Sosnowiec";"Sosnowiec";"samodzielna";"";"";"";"19";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"129462";"=""362619584""";"=""9541819733""";"Punkt przedszkolny";"NIEPUBLICZNY PUNKT PRZEDSZKOLNY AKADEMIA PRZEDSZKOLAKA MAŁE KROCZKI";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""15048""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ondraszka";"=""12""";"=""""";"=""40-857""";"Katowice";"=""784935951""";"=""""";"b.rachwalska@malekroczki.pl";"www.malekroczki.pl";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"BARBARA RACHWALSKA";"2015.09.30";"2015.10.01";"";"Osoba fizyczna";"RACHWALSKA BARBARA";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"20";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"278423";"=""389884701""";"=""9542808766""";"Punkt przedszkolny";"NIEPUBLICZNY PUNKT PRZEDSZKOLNY LEŚNY POTOK";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""10914""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Leśnego Potoku";"=""61""";"=""""";"=""40-406""";"Katowice";"=""533404867""";"=""""";"lesnypotok33@gmail.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"PATRYCJA SKOWRONEK";"2021.09.06";"2021.09.06";"";"Spółki Handlowe";"DAMATO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""384623500""";"=""9542808766""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"20";"";"angielski";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"26366";"=""243063191""";"=""6341096369""";"Punkt przedszkolny";"NIEPUBLICZNY SPECJALNY PUNKT PRZEDSZKOLNY BŁĘKITNA KRAINA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09458""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zofii Kossak-Szczuckiej";"=""32-32a""";"=""""";"=""40-578""";"Katowice";"=""601290441""";"=""""";"a.nowinska@terapiairozwoj.com";"";"niepubliczna";"Dzieci lub młodzież";"brak specyfiki";"Agnieszka Nowińska";"2012.09.26";"2013.01.02";"";"Osoba fizyczna";"Nowińska Agnieszka";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"21";"";"angielski";"Tak";"Tak";"Nie";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"23286";"=""243062085""";"=""6340019160""";"Placówka Kształcenia Ustawicznego - bez szkół";"ODDZIAŁ ZAGŁĘBIA WĘGLOWEGO STOWARZYSZENIA ELEKTRYKÓW POLSKICH W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""16742""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Podgórna";"=""4""";"=""""";"=""40-026""";"Katowice";"=""322553307""";"=""322552503""";"biuro@sep.katowice.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"1992.09.04";"1992.09.04";"";"Stowarzyszenia";"ODDZIAŁ ZAGŁĘBIA WĘGLOWEGO STOWARZYSZENIA ELEKTRYKÓW POLSKICH";"=""276682089""";"=""6340019160""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"53937";"=""243075277""";"=""6341078064""";"Placówka Kształcenia Ustawicznego - bez szkół";"OŚRODEK KSZTAŁCENIA USTAWICZNEGO PRZY JACEK SIWECKI BENEX";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48231""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ks. bpa Arkadiusza Lisieckiego";"=""35""";"=""""";"=""40-070""";"Katowice";"=""322513354""";"=""""";"benex@apnet.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2011.02.25";"2011.03.01";"";"Osoba fizyczna";"Siwecki Jacek";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
